"","kegg_id","path","mono_mass","biofluids","diseases"
"2553","C00157","hmdb/HMDB08270.xml","813.624755309","
  ",""
"2554","C00157","hmdb/HMDB08271.xml","811.609105245","Urine",""
"2555","C00157","hmdb/HMDB08272.xml","811.609105245","Urine",""
"2556","C00157","hmdb/HMDB08273.xml","809.593455181","Urine",""
"2557","C00157","hmdb/HMDB08274.xml","845.687355565","
  ",""
"2558","C00157","hmdb/HMDB08275.xml","843.671705501","
  ",""
"2559","C00157","hmdb/HMDB08276.xml","841.656055437","
  ",""
"2560","C00157","hmdb/HMDB08277.xml","839.640405373","Urine",""
"2561","C00157","hmdb/HMDB08278.xml","839.640405373","Urine",""
"2562","C00157","hmdb/HMDB08279.xml","837.624755309","
  ",""
"2563","C00157","hmdb/HMDB08280.xml","837.624755309","
  ",""
"2564","C00157","hmdb/HMDB08281.xml","835.609105245","
  ",""
"2565","C00157","hmdb/HMDB08282.xml","873.718655693","
  ",""
"2566","C00157","hmdb/HMDB08283.xml","871.703005629","
  ",""
"2567","C00157","hmdb/HMDB08284.xml","869.687355565","Urine",""
"2568","C00157","hmdb/HMDB08285.xml","865.656055437","Urine",""
"2569","C00157","hmdb/HMDB08286.xml","863.640405373","
  ",""
"2570","C00157","hmdb/HMDB08287.xml","863.640405373","
  ",""
"2571","C00157","hmdb/HMDB08288.xml","861.624755309","
  ",""
"2572","C00157","hmdb/HMDB08289.xml","901.749955821","
  ",""
"2573","C00157","hmdb/HMDB08290.xml","899.734305757","
  ",""
"2574","C00157","hmdb/HMDB08291.xml","773.629840687","
  ",""
"2575","C00157","hmdb/HMDB08292.xml","801.661140815","
  ",""
"2576","C00157","hmdb/HMDB08293.xml","799.645490751","
  ",""
"2577","C00157","hmdb/HMDB08294.xml","799.645490751","
  ",""
"2578","C00157","hmdb/HMDB08295.xml","759.577805117","Urine",""
"2579","C00157","hmdb/HMDB08296.xml","757.562155053","Urine",""
"2580","C00157","hmdb/HMDB08297.xml","773.593455181","
  ",""
"2581","C00157","hmdb/HMDB08298.xml","787.609105245","Urine",""
"2582","C00157","hmdb/HMDB08299.xml","785.593455181","Urine",""
"2583","C00157","hmdb/HMDB08300.xml","815.640405373","
  ",""
"2584","C00157","hmdb/HMDB08301.xml","813.624755309","
  ",""
"2585","C00157","hmdb/HMDB08302.xml","813.624755309","
  ",""
"2586","C00157","hmdb/HMDB08303.xml","811.609105245","Urine",""
"2587","C00157","hmdb/HMDB08304.xml","809.593455181","Urine",""
"2588","C00157","hmdb/HMDB08305.xml","809.593455181","Urine",""
"2589","C00157","hmdb/HMDB08306.xml","807.577805117","Urine",""
"2590","C00157","hmdb/HMDB08307.xml","843.671705501","
  ",""
"2591","C00157","hmdb/HMDB08308.xml","841.656055437","
  ",""
"2592","C00157","hmdb/HMDB08309.xml","839.640405373","Urine",""
"2593","C00157","hmdb/HMDB08310.xml","837.624755309","
  ",""
"2594","C00157","hmdb/HMDB08311.xml","837.624755309","
  ",""
"2595","C00157","hmdb/HMDB08312.xml","835.609105245","
  ",""
"2596","C00157","hmdb/HMDB08313.xml","835.609105245","
  ",""
"2597","C00157","hmdb/HMDB08314.xml","833.593455181","
  ",""
"2598","C00157","hmdb/HMDB08315.xml","871.703005629","
  ",""
"2599","C00157","hmdb/HMDB08316.xml","869.687355565","Urine",""
"2600","C00157","hmdb/HMDB08317.xml","867.671705501","
  ",""
"2601","C00157","hmdb/HMDB08318.xml","863.640405373","
  ",""
"2602","C00157","hmdb/HMDB08319.xml","861.624755309","
  ",""
"2603","C00157","hmdb/HMDB08320.xml","861.624755309","
  ",""
"2604","C00157","hmdb/HMDB08321.xml","859.609105245","
  ",""
"2605","C00157","hmdb/HMDB08322.xml","899.734305757","
  ",""
"2606","C00157","hmdb/HMDB08323.xml","897.718655693","
  ",""
"2607","C00157","hmdb/HMDB08324.xml","771.614190623","Urine",""
"2608","C00157","hmdb/HMDB08325.xml","799.645490751","
  ",""
"2609","C00157","hmdb/HMDB08326.xml","797.629840687","
  ",""
"2610","C00157","hmdb/HMDB08327.xml","797.629840687","
  ",""
"2611","C00157","hmdb/HMDB08328.xml","757.562155053","Urine",""
"2612","C00157","hmdb/HMDB08329.xml","755.546504989","Urine",""
"2613","C00157","hmdb/HMDB08330.xml","771.577805117","
  ",""
"2614","C00157","hmdb/HMDB08331.xml","785.593455181","Urine",""
"2615","C00157","hmdb/HMDB08332.xml","783.577805117","Urine",""
"2616","C00157","hmdb/HMDB08333.xml","813.624755309","
  ",""
"2617","C00157","hmdb/HMDB08334.xml","811.609105245","Urine",""
"2618","C00157","hmdb/HMDB08335.xml","811.609105245","Urine",""
"2619","C00157","hmdb/HMDB08336.xml","809.593455181","Urine",""
"2620","C00157","hmdb/HMDB08337.xml","807.577805117","Urine",""
"2621","C00157","hmdb/HMDB08338.xml","807.577805117","Urine",""
"2622","C00157","hmdb/HMDB08339.xml","805.562155053","Urine",""
"2623","C00157","hmdb/HMDB08340.xml","841.656055437","
  ",""
"2624","C00157","hmdb/HMDB08341.xml","839.640405373","Urine",""
"2625","C00157","hmdb/HMDB08342.xml","837.624755309","
  ",""
"2626","C00157","hmdb/HMDB08343.xml","835.609105245","
  ",""
"2627","C00157","hmdb/HMDB08344.xml","835.609105245","
  ",""
"2628","C00157","hmdb/HMDB08345.xml","833.593455181","
  ",""
"2629","C00157","hmdb/HMDB08346.xml","833.593455181","
  ",""
"2630","C00157","hmdb/HMDB08347.xml","831.577805117","
  ",""
"2631","C00157","hmdb/HMDB08348.xml","869.687355565","Urine",""
"2632","C00157","hmdb/HMDB08349.xml","867.671705501","
  ",""
"2633","C00157","hmdb/HMDB08350.xml","865.656055437","Urine",""
"2634","C00157","hmdb/HMDB08351.xml","861.624755309","
  ",""
"2635","C00157","hmdb/HMDB08352.xml","859.609105245","
  ",""
"2636","C00157","hmdb/HMDB08353.xml","859.609105245","
  ",""
"2637","C00157","hmdb/HMDB08354.xml","857.593455181","
  ",""
"2638","C00157","hmdb/HMDB08355.xml","897.718655693","
  ",""
"2639","C00157","hmdb/HMDB08356.xml","895.703005629","
  ",""
"2640","C00157","hmdb/HMDB08357.xml","769.598540559","Urine",""
"2641","C00157","hmdb/HMDB08358.xml","797.629840687","
  ",""
"2642","C00157","hmdb/HMDB08359.xml","795.614190623","Urine",""
"2643","C00157","hmdb/HMDB08360.xml","795.614190623","Urine",""
"2644","C00157","hmdb/HMDB08361.xml","755.546504989","Urine",""
"2645","C00157","hmdb/HMDB08362.xml","753.530854925","Urine",""
"2646","C00157","hmdb/HMDB08363.xml","769.562155053","
  ",""
"2647","C00157","hmdb/HMDB08364.xml","783.577805117","Urine",""
"2648","C00157","hmdb/HMDB08365.xml","781.562155053","Urine",""
"2649","C00157","hmdb/HMDB08366.xml","811.609105245","Urine",""
"2650","C00157","hmdb/HMDB08367.xml","809.593455181","Urine",""
"2651","C00157","hmdb/HMDB08368.xml","809.593455181","Urine",""
"2652","C00157","hmdb/HMDB08369.xml","807.577805117","Urine",""
"2653","C00157","hmdb/HMDB08370.xml","805.562155053","Urine",""
"2654","C00157","hmdb/HMDB08371.xml","805.562155053","Urine",""
"2655","C00157","hmdb/HMDB08372.xml","803.546504989","
  ",""
"2656","C00157","hmdb/HMDB08373.xml","839.640405373","Urine",""
"2657","C00157","hmdb/HMDB08374.xml","837.624755309","
  ",""
"2658","C00157","hmdb/HMDB08375.xml","835.609105245","
  ",""
"2659","C00157","hmdb/HMDB08376.xml","833.593455181","
  ",""
"2660","C00157","hmdb/HMDB08377.xml","833.593455181","
  ",""
"2661","C00157","hmdb/HMDB08378.xml","831.577805117","
  ",""
"2662","C00157","hmdb/HMDB08379.xml","831.577805117","
  ",""
"2663","C00157","hmdb/HMDB08380.xml","829.562155053","
  ",""
"2664","C00157","hmdb/HMDB08381.xml","867.671705501","
  ",""
"2665","C00157","hmdb/HMDB08382.xml","865.656055437","Urine",""
"2666","C00157","hmdb/HMDB08383.xml","863.640405373","
  ",""
"2667","C00157","hmdb/HMDB08384.xml","859.609105245","
  ",""
"2668","C00157","hmdb/HMDB08385.xml","857.593455181","
  ",""
"2669","C00157","hmdb/HMDB08386.xml","857.593455181","
  ",""
"2670","C00157","hmdb/HMDB08387.xml","855.577805117","
  ",""
"2671","C00157","hmdb/HMDB08388.xml","895.703005629","
  ",""
"2672","C00157","hmdb/HMDB08389.xml","893.687355565","
  ",""
"2673","C00157","hmdb/HMDB08390.xml","767.582890495","Urine",""
"2674","C00157","hmdb/HMDB08391.xml","795.614190623","Urine",""
"2675","C00157","hmdb/HMDB08392.xml","793.598540559","Urine",""
"2676","C00157","hmdb/HMDB08393.xml","793.598540559","Urine",""
"2677","C00157","hmdb/HMDB08394.xml","755.546504989","Urine",""
"2678","C00157","hmdb/HMDB08395.xml","753.530854925","Urine",""
"2679","C00157","hmdb/HMDB08396.xml","769.562155053","
  ",""
"2680","C00157","hmdb/HMDB08397.xml","783.577805117","Urine",""
"2681","C00157","hmdb/HMDB08398.xml","781.562155053","Urine",""
"2682","C00157","hmdb/HMDB08399.xml","811.609105245","Urine",""
"2683","C00157","hmdb/HMDB08400.xml","809.593455181","Urine",""
"2684","C00157","hmdb/HMDB08401.xml","809.593455181","Urine",""
"2685","C00157","hmdb/HMDB08402.xml","807.577805117","Urine",""
"2686","C00157","hmdb/HMDB08403.xml","805.562155053","Urine",""
"2687","C00157","hmdb/HMDB08404.xml","805.562155053","Urine",""
"2688","C00157","hmdb/HMDB08405.xml","803.546504989","
  ",""
"2689","C00157","hmdb/HMDB08406.xml","839.640405373","Urine",""
"2690","C00157","hmdb/HMDB08407.xml","835.609105245","
  ",""
"2691","C00157","hmdb/HMDB08408.xml","833.593455181","
  ",""
"2692","C00157","hmdb/HMDB08409.xml","833.593455181","
  ",""
"2693","C00157","hmdb/HMDB08410.xml","831.577805117","
  ",""
"2694","C00157","hmdb/HMDB08411.xml","831.577805117","
  ",""
"2695","C00157","hmdb/HMDB08412.xml","829.562155053","
  ",""
"2696","C00157","hmdb/HMDB08413.xml","867.671705501","
  ",""
"2697","C00157","hmdb/HMDB08414.xml","865.656055437","Urine",""
"2698","C00157","hmdb/HMDB08415.xml","863.640405373","
  ",""
"2699","C00157","hmdb/HMDB08416.xml","859.609105245","
  ",""
"2700","C00157","hmdb/HMDB08417.xml","857.593455181","
  ",""
"2701","C00157","hmdb/HMDB08418.xml","857.593455181","
  ",""
"2702","C00157","hmdb/HMDB08419.xml","855.577805117","
  ",""
"2703","C00157","hmdb/HMDB08420.xml","895.703005629","
  ",""
"2704","C00157","hmdb/HMDB08421.xml","893.687355565","
  ",""
"2705","C00157","hmdb/HMDB08422.xml","767.582890495","Urine",""
"2706","C00157","hmdb/HMDB08423.xml","795.614190623","Urine",""
"2707","C00157","hmdb/HMDB08424.xml","793.598540559","Urine",""
"2708","C00157","hmdb/HMDB08425.xml","793.598540559","Urine",""
"2709","C00157","hmdb/HMDB08426.xml","753.530854925","Urine",""
"2710","C00157","hmdb/HMDB08427.xml","751.515204861","
  ",""
"2711","C00157","hmdb/HMDB08428.xml","767.546504989","
  ",""
"2712","C00157","hmdb/HMDB08429.xml","781.562155053","Urine",""
"2713","C00157","hmdb/HMDB08430.xml","779.546504989","
  ",""
"2714","C00157","hmdb/HMDB08431.xml","809.593455181","Urine",""
"2715","C00157","hmdb/HMDB08432.xml","807.577805117","Urine",""
"2716","C00157","hmdb/HMDB08433.xml","807.577805117","Urine",""
"2717","C00157","hmdb/HMDB08434.xml","805.562155053","Urine",""
"2718","C00157","hmdb/HMDB08435.xml","803.546504989","
  ",""
"2719","C00157","hmdb/HMDB08436.xml","803.546504989","
  ",""
"2720","C00157","hmdb/HMDB08437.xml","801.530854925","
  ",""
"2721","C00157","hmdb/HMDB08438.xml","837.624755309","
  ",""
"2722","C00157","hmdb/HMDB08439.xml","835.609105245","
  ",""
"2723","C00157","hmdb/HMDB08440.xml","833.593455181","
  ",""
"2724","C00157","hmdb/HMDB08441.xml","831.577805117","
  ",""
"2725","C00157","hmdb/HMDB08442.xml","831.577805117","
  ",""
"2726","C00157","hmdb/HMDB08443.xml","829.562155053","
  ",""
"2727","C00157","hmdb/HMDB08444.xml","829.562155053","
  ",""
"2728","C00157","hmdb/HMDB08445.xml","827.546504989","
  ",""
"2729","C00157","hmdb/HMDB08446.xml","865.656055437","Urine",""
"2730","C00157","hmdb/HMDB08447.xml","863.640405373","
  ",""
"2731","C00157","hmdb/HMDB08448.xml","861.624755309","
  ",""
"2732","C00157","hmdb/HMDB08449.xml","857.593455181","
  ",""
"2733","C00157","hmdb/HMDB08450.xml","855.577805117","
  ",""
"2734","C00157","hmdb/HMDB08451.xml","855.577805117","
  ",""
"2735","C00157","hmdb/HMDB08452.xml","853.562155053","
  ",""
"2736","C00157","hmdb/HMDB08453.xml","893.687355565","
  ",""
"2737","C00157","hmdb/HMDB08454.xml","891.671705501","
  ",""
"2738","C00157","hmdb/HMDB08455.xml","765.567240431","Urine",""
"2739","C00157","hmdb/HMDB08456.xml","793.598540559","Urine",""
"2740","C00157","hmdb/HMDB08457.xml","791.582890495","Urine",""
"2741","C00157","hmdb/HMDB08458.xml","791.582890495","Urine",""
"2742","C00157","hmdb/HMDB08459.xml","753.530854925","Urine",""
"2743","C00157","hmdb/HMDB08460.xml","751.515204861","
  ",""
"2744","C00157","hmdb/HMDB08461.xml","767.546504989","
  ",""
"2745","C00157","hmdb/HMDB08462.xml","781.562155053","Urine",""
"2746","C00157","hmdb/HMDB08463.xml","779.546504989","
  ",""
"2747","C00157","hmdb/HMDB08464.xml","809.593455181","Urine",""
"2748","C00157","hmdb/HMDB08465.xml","807.577805117","Urine",""
"2749","C00157","hmdb/HMDB08466.xml","807.577805117","Urine",""
"2750","C00157","hmdb/HMDB08467.xml","805.562155053","Urine",""
"2751","C00157","hmdb/HMDB08468.xml","803.546504989","
  ",""
"2752","C00157","hmdb/HMDB08469.xml","803.546504989","
  ",""
"2753","C00157","hmdb/HMDB08470.xml","801.530854925","
  ",""
"2754","C00157","hmdb/HMDB08471.xml","837.624755309","
  ",""
"2755","C00157","hmdb/HMDB08472.xml","835.609105245","
  ",""
"2756","C00157","hmdb/HMDB08473.xml","833.593455181","
  ",""
"2757","C00157","hmdb/HMDB08474.xml","831.577805117","
  ",""
"2758","C00157","hmdb/HMDB08475.xml","831.577805117","
  ",""
"2759","C00157","hmdb/HMDB08476.xml","829.562155053","
  ",""
"2760","C00157","hmdb/HMDB08477.xml","829.562155053","
  ",""
"2761","C00157","hmdb/HMDB08478.xml","827.546504989","
  ",""
"2762","C00157","hmdb/HMDB08479.xml","865.656055437","Urine",""
"2763","C00157","hmdb/HMDB08480.xml","863.640405373","
  ",""
"2764","C00157","hmdb/HMDB08481.xml","861.624755309","
  ",""
"2765","C00157","hmdb/HMDB08482.xml","857.593455181","
  ",""
"2766","C00157","hmdb/HMDB08483.xml","855.577805117","
  ",""
"2767","C00157","hmdb/HMDB08484.xml","855.577805117","
  ",""
"2768","C00157","hmdb/HMDB08485.xml","853.562155053","
  ",""
"2769","C00157","hmdb/HMDB08486.xml","893.687355565","
  ",""
"2770","C00157","hmdb/HMDB08487.xml","891.671705501","
  ",""
"2771","C00157","hmdb/HMDB08488.xml","765.567240431","Urine",""
"2772","C00157","hmdb/HMDB08489.xml","793.598540559","Urine",""
"2773","C00157","hmdb/HMDB08490.xml","791.582890495","Urine",""
"2774","C00157","hmdb/HMDB08491.xml","791.582890495","Urine",""
"2775","C00157","hmdb/HMDB08492.xml","751.515204861","
  ",""
"2776","C00157","hmdb/HMDB08493.xml","749.499554797","
  ",""
"2777","C00157","hmdb/HMDB08494.xml","765.530854925","
  ",""
"2778","C00157","hmdb/HMDB08495.xml","779.546504989","
  ",""
"2779","C00157","hmdb/HMDB08496.xml","777.530854925","Urine",""
"2780","C00157","hmdb/HMDB08497.xml","807.577805117","Urine",""
"2781","C00157","hmdb/HMDB08498.xml","805.562155053","Urine",""
"2782","C00157","hmdb/HMDB08499.xml","805.562155053","Urine",""
"2783","C00157","hmdb/HMDB08500.xml","803.546504989","
  ",""
"2784","C00157","hmdb/HMDB08501.xml","801.530854925","
  ",""
"2785","C00157","hmdb/HMDB08502.xml","801.530854925","
  ",""
"2786","C00157","hmdb/HMDB08503.xml","799.515204861","
  ",""
"2787","C00157","hmdb/HMDB08504.xml","835.609105245","
  ",""
"2788","C00157","hmdb/HMDB08505.xml","833.593455181","
  ",""
"2789","C00157","hmdb/HMDB08506.xml","831.577805117","
  ",""
"2790","C00157","hmdb/HMDB08507.xml","829.562155053","
  ",""
"2791","C00157","hmdb/HMDB08508.xml","829.562155053","
  ",""
"2792","C00157","hmdb/HMDB08509.xml","827.546504989","
  ",""
"2793","C00157","hmdb/HMDB08510.xml","827.546504989","
  ",""
"2794","C00157","hmdb/HMDB08511.xml","825.530854925","
  ",""
"2795","C00157","hmdb/HMDB08512.xml","863.640405373","
  ",""
"2796","C00157","hmdb/HMDB08513.xml","861.624755309","
  ",""
"2797","C00157","hmdb/HMDB08514.xml","859.609105245","
  ",""
"2798","C00157","hmdb/HMDB08515.xml","855.577805117","
  ",""
"2799","C00157","hmdb/HMDB08516.xml","853.562155053","
  ",""
"2800","C00157","hmdb/HMDB08517.xml","853.562155053","
  ",""
"2801","C00157","hmdb/HMDB08518.xml","851.546504989","
  ",""
"2802","C00157","hmdb/HMDB08519.xml","891.671705501","
  ",""
"2803","C00157","hmdb/HMDB08520.xml","889.656055437","
  ",""
"2804","C00157","hmdb/HMDB08521.xml","763.551590367","
  ",""
"2805","C00157","hmdb/HMDB08522.xml","791.582890495","Urine",""
"2806","C00157","hmdb/HMDB08523.xml","789.567240431","Urine",""
"2807","C00157","hmdb/HMDB08524.xml","789.567240431","Urine",""
"2808","C00157","hmdb/HMDB08525.xml","789.624755309","
  ",""
"2809","C00157","hmdb/HMDB08526.xml","787.609105245","Urine",""
"2810","C00157","hmdb/HMDB08527.xml","803.640405373","
  ",""
"2811","C00157","hmdb/HMDB08528.xml","817.656055437","
  ",""
"2812","C00157","hmdb/HMDB08529.xml","815.640405373","
  ",""
"2813","C00157","hmdb/HMDB08530.xml","845.687355565","
  ",""
"2814","C00157","hmdb/HMDB08531.xml","843.671705501","
  ",""
"2815","C00157","hmdb/HMDB08532.xml","843.671705501","
  ",""
"2816","C00157","hmdb/HMDB08533.xml","841.656055437","
  ",""
"2817","C00157","hmdb/HMDB08534.xml","839.640405373","Urine",""
"2818","C00157","hmdb/HMDB08535.xml","839.640405373","Urine",""
"2819","C00157","hmdb/HMDB08536.xml","837.624755309","
  ",""
"2820","C00157","hmdb/HMDB08537.xml","873.718655693","
  ",""
"2821","C00157","hmdb/HMDB08538.xml","871.703005629","
  ",""
"2822","C00157","hmdb/HMDB08539.xml","869.687355565","Urine",""
"2823","C00157","hmdb/HMDB08540.xml","867.671705501","
  ",""
"2824","C00157","hmdb/HMDB08541.xml","867.671705501","
  ",""
"2825","C00157","hmdb/HMDB08542.xml","865.656055437","Urine",""
"2826","C00157","hmdb/HMDB08543.xml","865.656055437","Urine",""
"2827","C00157","hmdb/HMDB08544.xml","863.640405373","
  ",""
"2828","C00157","hmdb/HMDB08545.xml","901.749955821","
  ",""
"2829","C00157","hmdb/HMDB08546.xml","899.734305757","
  ",""
"2830","C00157","hmdb/HMDB08547.xml","897.718655693","
  ",""
"2831","C00157","hmdb/HMDB08548.xml","893.687355565","
  ",""
"2832","C00157","hmdb/HMDB08549.xml","891.671705501","
  ",""
"2833","C00157","hmdb/HMDB08550.xml","891.671705501","
  ",""
"2834","C00157","hmdb/HMDB08551.xml","889.656055437","
  ",""
"2835","C00157","hmdb/HMDB08552.xml","929.781255949","
  ",""
"2836","C00157","hmdb/HMDB08553.xml","927.765605885","
  ",""
"2837","C00157","hmdb/HMDB08554.xml","801.661140815","
  ",""
"2838","C00157","hmdb/HMDB08555.xml","829.692440943","
  ",""
"2839","C00157","hmdb/HMDB08556.xml","827.676790879","
  ",""
"2840","C00157","hmdb/HMDB08557.xml","827.676790879","
  ",""
"2841","C00157","hmdb/HMDB08558.xml","787.609105245","Urine",""
"2842","C00157","hmdb/HMDB08559.xml","785.593455181","Urine",""
"2843","C00157","hmdb/HMDB08560.xml","801.624755309","
  ",""
"2844","C00157","hmdb/HMDB08561.xml","815.640405373","
  ",""
"2845","C00157","hmdb/HMDB08562.xml","813.624755309","
  ",""
"2846","C00157","hmdb/HMDB08563.xml","843.671705501","
  ",""
"2847","C00157","hmdb/HMDB08564.xml","841.656055437","
  ",""
"2848","C00157","hmdb/HMDB08565.xml","839.640405373","Urine",""
"2849","C00157","hmdb/HMDB08566.xml","837.624755309","
  ",""
"2850","C00157","hmdb/HMDB08567.xml","837.624755309","
  ",""
"2851","C00157","hmdb/HMDB08568.xml","835.609105245","
  ",""
"2852","C00157","hmdb/HMDB08569.xml","871.703005629","
  ",""
"2853","C00157","hmdb/HMDB08570.xml","869.687355565","Urine",""
"2854","C00157","hmdb/HMDB08571.xml","867.671705501","
  ",""
"2855","C00157","hmdb/HMDB08572.xml","865.656055437","Urine",""
"2856","C00157","hmdb/HMDB08573.xml","865.656055437","Urine",""
"2857","C00157","hmdb/HMDB08574.xml","863.640405373","
  ",""
"2858","C00157","hmdb/HMDB08575.xml","863.640405373","
  ",""
"2859","C00157","hmdb/HMDB08576.xml","861.624755309","
  ",""
"2860","C00157","hmdb/HMDB08577.xml","899.734305757","
  ",""
"2861","C00157","hmdb/HMDB08578.xml","897.718655693","
  ",""
"2862","C00157","hmdb/HMDB08579.xml","895.703005629","
  ",""
"2863","C00157","hmdb/HMDB08580.xml","891.671705501","
  ",""
"2864","C00157","hmdb/HMDB08581.xml","889.656055437","
  ",""
"2865","C00157","hmdb/HMDB08582.xml","889.656055437","
  ",""
"2866","C00157","hmdb/HMDB08583.xml","887.640405373","
  ",""
"2867","C00157","hmdb/HMDB08584.xml","927.765605885","
  ",""
"2868","C00157","hmdb/HMDB08585.xml","925.749955821","
  ",""
"2869","C00157","hmdb/HMDB08586.xml","799.645490751","
  ",""
